id,teff_16,teff,teff_84,e_teff,logg_16,logg,logg_84,e_logg,feh_16,feh,feh_84,e_feh,age_16,age,age_84,mass_16,mass,mass_84,radius_16,radius,radius_84,distance_16,distance,distance_84,luminosity_16,luminosity,luminosity_84,AV_16,AV,AV_84,nu_max_16,nu_max,nu_max_84,delta_nu_16,delta_nu,delta_nu_84
4475968560866895232,-196,6242,67,207,-0.05,2.68,0.07,0.082,-0.067,-1.865,0.703,0.706,-0.77,1.26,0.62,-0.22,1.62,0.71,-0.509,9.661,0.873,-171.090,3260.200,265.486,-13.612,126.802,13.526,-0.114,0.231,0.040,-4.617,51.984,9.616,-0.514,6.240,0.468
