id,teff_16,teff,teff_84,e_teff,logg_16,logg,logg_84,e_logg,feh_16,feh,feh_84,e_feh,age_16,age,age_84,mass_16,mass,mass_84,radius_16,radius,radius_84,distance_16,distance,distance_84,luminosity_16,luminosity,luminosity_84,AV_16,AV,AV_84,nu_max_16,nu_max,nu_max_84,delta_nu_16,delta_nu,delta_nu_84
4667307498474314624,-18,5727,19,26,-0.01,4.60,0.00,0.011,-0.025,-0.401,0.015,0.029,-0.08,0.23,0.95,-0.01,0.86,0.01,-0.004,0.770,0.005,-0.538,240.729,0.615,-0.013,0.574,0.012,-0.026,0.251,0.025,-117.045,4561.393,30.986,-2.950,194.390,0.935
4670293359738627328,-13,5817,14,19,-0.00,4.55,0.00,0.002,-0.010,-0.230,0.009,0.014,-0.06,1.03,0.05,-0.00,0.93,0.00,-0.002,0.848,0.002,-0.472,226.138,0.466,-0.010,0.742,0.010,-0.014,0.127,0.015,-16.138,3989.274,15.698,-0.517,174.074,0.486
3107155298151001728,-26,6918,24,36,-0.02,3.92,0.02,0.025,-0.334,-1.963,0.296,0.446,-0.62,6.54,0.61,-0.03,0.94,0.03,-0.024,1.761,0.024,-9.261,772.408,9.826,-0.169,6.389,0.170,-0.000,0.000,0.000,-31.873,859.831,37.540,-1.309,58.052,1.468
2545408863281090688,-5,5811,7,9,-0.01,4.16,0.01,0.010,-0.010,-0.435,0.014,0.018,-0.25,13.27,0.16,-0.00,0.86,0.01,-0.009,1.280,0.009,-2.338,398.926,2.445,-0.020,1.683,0.021,-0.000,0.000,0.000,-24.019,1617.593,25.375,-0.978,92.971,0.994
604916731706106752,-92,6113,142,169,-0.02,4.10,0.03,0.037,-0.050,-0.473,0.046,0.068,-1.56,7.94,0.99,-0.03,0.98,0.05,-0.016,1.463,0.015,-2.959,490.700,2.668,-0.127,2.697,0.198,-0.059,0.229,0.088,-55.323,1380.072,81.969,-1.979,80.945,2.686
5730371484020807808,-34,4706,26,43,-0.03,3.65,0.02,0.032,-0.035,-0.683,0.066,0.075,-0.00,0.00,0.00,-0.03,0.81,0.02,-0.034,2.246,0.045,-0.016,21.420,0.018,-0.017,2.224,0.023,-0.000,0.000,0.000,-30.965,554.729,22.208,-1.396,36.657,1.105
4664501132485651712,-26,5934,28,39,-0.00,4.56,0.00,0.005,-0.018,-0.365,0.021,0.028,-0.22,0.43,0.21,-0.00,0.92,0.01,-0.003,0.831,0.003,-0.749,277.338,0.794,-0.018,0.770,0.019,-0.027,0.292,0.028,-35.216,4091.635,34.423,-1.006,178.708,0.965
3119797036166157312,-18,6957,19,26,-0.00,4.21,0.00,0.006,-0.006,-1.351,0.009,0.011,-0.00,0.01,0.00,-0.00,1.12,0.00,-0.007,1.384,0.007,-0.204,441.391,0.153,-0.006,4.024,0.007,-0.001,0.140,0.001,-13.504,1656.622,13.491,-0.526,88.330,0.526
3323103779888302208,-89,7946,80,120,-0.03,4.02,0.03,0.039,-0.137,-0.440,0.146,0.200,-0.18,1.28,0.22,-0.08,1.61,0.08,-0.032,2.063,0.031,-12.364,854.697,11.784,-0.678,15.158,0.716,-0.043,0.609,0.041,-58.599,1006.304,56.489,-1.564,55.458,1.468
3323141201941964928,-220,6332,203,299,-0.04,4.07,0.02,0.048,-0.757,-0.897,0.390,0.852,-1.39,8.19,1.65,-0.10,0.95,0.04,-0.016,1.485,0.016,-2.951,501.708,2.823,-0.365,3.184,0.397,-0.109,0.475,0.096,-139.469,1272.688,65.392,-3.704,77.232,2.050
3318238097338032768,-15,5973,16,23,-0.02,4.21,0.02,0.023,-0.063,-0.207,0.058,0.086,-0.75,7.99,0.78,-0.03,0.99,0.03,-0.011,1.290,0.011,-2.351,402.546,2.384,-0.024,1.908,0.025,-0.000,0.000,0.000,-66.188,1818.591,68.962,-1.937,97.798,2.043
2966762717143706112,-7,5831,10,13,-0.01,4.29,0.01,0.010,-0.016,-0.467,0.022,0.027,-0.53,13.09,0.28,-0.00,0.83,0.01,-0.006,1.076,0.005,-1.231,331.171,1.310,-0.009,1.206,0.010,-0.000,0.000,0.001,-24.580,2220.610,35.985,-0.868,117.781,1.178
3475197887624871424,-10,6257,27,29,-0.00,4.27,0.00,0.006,-0.012,-0.483,0.014,0.018,-0.17,6.14,0.10,-0.00,0.99,0.01,-0.007,1.208,0.006,-2.269,401.221,2.087,-0.018,2.013,0.026,-0.008,0.186,0.015,-20.526,2017.181,20.998,-0.770,106.687,0.860
3475374801622667008,-17,7643,17,24,-0.01,4.26,0.01,0.013,-0.058,-1.622,0.033,0.067,-0.08,3.62,0.15,-0.01,1.06,0.01,-0.014,1.265,0.013,-5.888,582.949,6.358,-0.086,4.909,0.094,-0.006,0.185,0.005,-36.128,1791.224,37.517,-1.348,94.859,1.417
5673742546381029888,-25,7619,153,155,-0.00,4.45,0.00,0.004,-0.207,-1.064,0.015,0.208,-0.00,0.27,0.28,-0.00,1.21,0.00,-0.002,1.080,0.005,-1.661,423.154,2.086,-0.047,3.525,0.318,-0.010,0.712,0.075,-48.377,2798.081,8.863,-1.631,127.021,0.321
5673622248641061376,-83,7526,57,100,-0.02,4.11,0.02,0.029,-0.112,-1.092,0.082,0.139,-0.14,3.12,0.26,-0.03,1.17,0.02,-0.040,1.575,0.042,-14.066,570.393,14.371,-0.340,7.112,0.361,-0.031,0.970,0.021,-58.807,1281.102,56.645,-2.447,72.753,2.412
5673622008122894336,-16,6510,109,110,-0.01,4.00,0.02,0.017,-0.013,-0.645,0.006,0.014,-0.42,4.50,0.04,-0.00,1.13,0.02,-0.015,1.757,0.015,-4.956,663.241,3.202,-0.089,5.044,0.205,-0.008,0.158,0.034,-18.069,1071.019,28.711,-0.777,65.149,0.890
3082706561889580288,-17,6738,21,27,-0.01,4.02,0.01,0.009,-0.032,-0.764,0.025,0.041,-0.04,3.91,0.06,-0.01,1.15,0.01,-0.017,1.731,0.014,-4.328,699.413,4.120,-0.058,5.560,0.064,-0.000,0.000,0.000,-14.742,1101.146,13.864,-0.654,66.065,0.688
5511274099760624256,-32,5893,1034,1035,-0.02,4.10,0.04,0.040,-1.518,-0.225,0.122,1.523,-2.59,8.14,0.59,-0.08,1.02,0.02,-0.077,1.491,0.021,-2.185,450.733,2.180,-0.054,2.464,1.692,-0.002,0.002,0.529,-72.037,1383.816,57.033,-1.738,79.701,2.726
5221012483253252608,-17,5856,19,26,-0.01,4.32,0.01,0.008,-0.022,-0.560,0.022,0.031,-0.57,13.12,0.27,-0.00,0.81,0.01,-0.005,1.028,0.005,-1.173,339.847,1.252,-0.020,1.121,0.021,-0.018,0.078,0.020,-29.366,2383.965,31.875,-0.992,124.772,1.007
5363156556224186496,-74,6714,80,109,-0.01,4.08,0.01,0.016,-0.098,-0.283,0.063,0.117,-0.09,2.53,0.08,-0.01,1.31,0.01,-0.022,1.734,0.022,-7.109,696.178,7.533,-0.215,5.483,0.260,-0.037,0.197,0.038,-30.974,1255.771,33.797,-1.198,69.838,1.317
6082437856020599808,-16,5862,20,26,-0.01,4.02,0.01,0.014,-0.027,-0.743,0.024,0.037,-0.25,13.33,0.12,-0.00,0.82,0.00,-0.016,1.471,0.016,-4.155,455.537,4.399,-0.044,2.305,0.044,-0.016,0.298,0.018,-25.663,1172.530,27.801,-1.204,74.629,1.250
6113328016723128832,-37,6410,36,52,-0.00,4.36,0.00,0.007,-0.041,-0.407,0.042,0.059,-0.14,2.95,0.09,-0.01,1.06,0.01,-0.008,1.129,0.008,-2.854,390.011,2.835,-0.064,1.934,0.067,-0.029,0.355,0.028,-30.177,2460.526,31.501,-1.167,121.144,1.156
5820119803536721664,-40,7324,43,59,-0.01,4.07,0.01,0.014,-0.069,-0.785,0.050,0.085,-0.30,2.89,0.06,-0.02,1.23,0.03,-0.018,1.691,0.017,-5.637,709.797,5.522,-0.123,7.385,0.122,-0.013,0.253,0.012,-26.656,1196.020,29.636,-0.939,68.112,0.998
5282393269630122240,-36,8021,40,54,-0.01,4.04,0.01,0.014,-0.031,-0.091,0.022,0.038,-0.02,0.89,0.03,-0.02,1.81,0.02,-0.026,2.124,0.031,-11.989,983.224,13.255,-0.411,16.762,0.433,-0.012,0.294,0.013,-25.710,1060.044,19.692,-1.051,55.218,0.848
5210289560525463296,-142,7036,352,380,-0.01,4.13,0.03,0.032,-0.061,-0.010,0.026,0.066,-0.29,1.42,0.19,-0.03,1.48,0.05,-0.026,1.726,0.018,-3.728,632.175,3.949,-0.460,6.594,1.141,-0.074,0.441,0.165,-35.088,1395.058,59.791,-0.942,71.984,1.362
6141414903814007040,-11,6376,10,15,-0.01,4.17,0.01,0.016,-0.022,-0.454,0.015,0.026,-0.19,4.84,0.24,-0.01,1.09,0.01,-0.016,1.416,0.017,-6.365,560.499,6.370,-0.068,2.982,0.069,-0.000,0.000,0.000,-42.824,1607.473,39.152,-1.597,88.298,1.513
5503529346012287232,-12,5712,12,17,-0.01,3.91,0.01,0.015,-0.036,-0.610,0.037,0.051,-0.28,11.43,0.29,-0.01,0.87,0.01,-0.014,1.718,0.013,-2.476,468.888,2.448,-0.032,2.833,0.034,-0.000,0.000,0.001,-20.580,921.819,20.905,-0.910,61.092,0.916
5504562307124695808,-68,5845,117,136,-0.01,4.14,0.01,0.017,-0.147,-0.431,0.078,0.166,-1.22,12.59,0.63,-0.02,0.87,0.02,-0.011,1.315,0.010,-1.914,449.813,1.913,-0.075,1.823,0.127,-0.045,0.135,0.075,-37.273,1549.279,42.238,-1.133,89.871,1.452
5440143329602450816,-14,6113,15,21,-0.02,4.05,0.02,0.024,-0.108,-0.624,0.093,0.143,-0.54,8.59,0.60,-0.03,0.94,0.03,-0.016,1.517,0.016,-4.159,460.649,4.076,-0.056,2.897,0.058,-0.000,0.000,0.001,-49.175,1236.906,48.826,-1.629,75.573,1.696
5439779421317182592,-133,6096,176,220,-0.01,4.60,0.01,0.014,-0.246,-0.849,0.172,0.300,-0.83,1.38,0.74,-0.01,0.85,0.01,-0.008,0.765,0.007,-0.562,197.254,0.625,-0.052,0.728,0.074,-0.073,0.432,0.092,-65.932,4373.271,81.216,-2.036,192.787,2.632
5820478317364068992,-25,6765,35,43,-0.00,4.17,0.00,0.006,-0.024,-0.075,0.019,0.031,-0.04,1.92,0.03,-0.01,1.35,0.01,-0.010,1.595,0.010,-4.131,588.648,3.927,-0.099,4.784,0.121,-0.016,0.207,0.020,-14.064,1530.931,15.083,-0.643,79.897,0.664
6005631947995918976,-71,6218,70,99,-0.02,4.05,0.02,0.024,-0.045,-0.784,0.040,0.060,-0.70,8.25,0.80,-0.02,0.94,0.02,-0.015,1.516,0.014,-3.366,493.349,3.340,-0.113,3.094,0.115,-0.042,0.134,0.038,-40.284,1218.436,41.231,-1.485,75.191,1.511
5737807893475796736,-2,5257,1,3,-0.00,4.68,0.00,0.001,-0.001,-0.779,0.001,0.001,-0.09,2.47,0.01,-0.00,0.69,0.00,-0.000,0.631,0.001,-0.067,104.148,0.194,-0.001,0.274,0.001,-0.003,0.981,0.002,-8.860,5663.312,3.601,-0.283,233.962,0.094
4127611150853339520,-88,7059,87,124,-0.02,4.00,0.01,0.021,-0.143,-0.882,0.098,0.173,-0.17,3.37,0.25,-0.03,1.18,0.02,-0.021,1.797,0.022,-6.176,646.627,6.032,-0.314,7.206,0.330,-0.042,0.766,0.040,-36.560,1025.140,33.952,-1.301,61.784,1.270
5438080508354169088,-18,7270,43,46,-0.02,4.22,0.01,0.021,-0.016,-0.132,0.019,0.025,-0.03,1.17,0.12,-0.01,1.43,0.01,-0.017,1.538,0.034,-7.266,623.978,12.055,-0.157,5.977,0.207,-0.008,0.231,0.015,-73.663,1678.696,25.019,-2.653,83.304,1.100
5384404270531318656,-36,5798,59,69,-0.01,4.33,0.02,0.022,-0.030,-0.359,0.036,0.047,-1.93,12.11,1.03,-0.01,0.85,0.03,-0.009,1.047,0.008,-1.891,310.348,1.942,-0.032,1.120,0.040,-0.032,0.191,0.044,-54.967,2399.111,91.582,-1.758,123.531,2.661
5384607718839524864,-104,7282,95,141,-0.01,4.09,0.02,0.020,-0.165,-0.544,0.159,0.229,-0.15,2.10,0.16,-0.03,1.33,0.03,-0.023,1.715,0.022,-6.777,625.113,6.463,-0.408,7.414,0.357,-0.047,0.344,0.038,-40.838,1258.741,44.086,-1.381,69.048,1.492
6086135990361734016,-34,5309,86,93,-0.01,4.57,0.05,0.053,-0.024,-0.542,0.103,0.106,-9.34,11.02,1.63,-0.01,0.72,0.07,-0.008,0.724,0.005,-0.440,172.897,0.429,-0.012,0.380,0.013,-0.047,0.571,0.055,-86.063,4434.990,495.182,-2.238,194.365,12.006
6236050488103703040,-31,7748,16,35,-0.00,4.24,0.01,0.007,-0.025,-2.195,0.036,0.043,-0.05,4.80,0.05,-0.00,0.99,0.00,-0.009,1.255,0.007,-5.410,494.557,3.123,-0.178,5.109,0.092,-0.009,0.986,0.006,-16.815,1686.433,27.265,-0.671,92.636,1.106
6242019904220853120,-28,7540,33,43,-0.00,4.16,0.00,0.003,-0.016,-0.332,0.012,0.020,-0.01,1.52,0.01,-0.00,1.43,0.00,-0.005,1.654,0.005,-0.844,610.883,1.392,-0.100,7.920,0.118,-0.012,0.853,0.010,-7.091,1428.720,6.560,-0.282,74.325,0.281
6796106110296629888,-17,5779,31,35,-0.01,4.14,0.01,0.014,-0.024,-0.377,0.025,0.035,-0.64,13.10,0.29,-0.01,0.87,0.01,-0.010,1.319,0.010,-2.624,413.477,2.437,-0.036,1.753,0.040,-0.022,0.096,0.025,-30.589,1550.242,35.172,-1.192,89.644,1.296
6796128890803160576,-21,4701,25,33,-0.01,4.63,0.02,0.018,-0.020,-0.162,0.032,0.038,-4.42,6.63,2.77,-0.01,0.70,0.02,-0.003,0.671,0.002,-0.173,132.696,0.177,-0.004,0.198,0.004,-0.034,0.111,0.035,-102.972,5327.854,182.447,-2.421,214.147,4.204
6459995099426408704,-20,5668,41,46,-0.01,4.40,0.02,0.017,-0.021,-0.358,0.033,0.039,-1.80,12.41,0.80,-0.01,0.82,0.02,-0.006,0.939,0.005,-1.015,275.504,1.053,-0.016,0.822,0.019,-0.022,0.076,0.031,-46.008,2913.439,85.376,-1.373,142.309,2.345
5394672472182244480,-131,6304,149,199,-0.01,4.44,0.01,0.015,-0.245,-0.952,0.192,0.311,-0.89,6.22,0.79,-0.01,0.86,0.01,-0.009,0.920,0.008,-1.080,280.897,1.058,-0.086,1.204,0.103,-0.068,0.565,0.077,-53.235,3022.646,60.594,-1.649,148.140,1.771
5394714700301519488,-12,5199,13,18,-0.01,4.59,0.01,0.008,-0.034,-0.127,0.038,0.051,-1.07,2.85,0.85,-0.01,0.82,0.01,-0.005,0.755,0.004,-0.595,218.194,0.561,-0.002,0.375,0.002,-0.000,0.000,0.000,-55.747,4693.243,61.798,-1.566,194.693,1.488
5395090149163178880,-47,6164,89,101,-0.02,4.56,0.00,0.016,-0.206,-0.578,0.087,0.223,-0.11,0.35,1.81,-0.04,0.93,0.01,-0.005,0.837,0.005,-0.841,226.780,0.704,-0.024,0.910,0.049,-0.026,0.434,0.045,-147.836,3964.464,41.237,-2.519,175.956,1.459
5395081219928123136,-152,4798,59,163,-0.01,4.68,0.01,0.015,-0.078,-0.525,0.267,0.279,-1.36,1.84,6.30,-0.03,0.66,0.01,-0.005,0.616,0.008,-0.165,105.564,0.150,-0.017,0.181,0.007,-0.189,0.189,0.064,-243.271,5950.892,65.157,-2.249,235.199,3.913
5395076955023651840,-9,5922,8,12,-0.01,4.08,0.00,0.008,-0.019,-0.320,0.016,0.025,-0.12,9.18,0.32,-0.01,0.97,0.01,-0.012,1.485,0.009,-2.938,462.559,2.018,-0.027,2.440,0.025,-0.006,0.190,0.007,-20.321,1344.298,14.505,-0.811,79.074,0.732
6458955270664862080,-18,6012,15,23,-0.00,4.37,0.01,0.012,-0.015,-0.285,0.010,0.018,-0.53,6.46,0.29,-0.01,0.95,0.01,-0.009,1.056,0.004,-2.737,367.759,1.297,-0.014,1.308,0.015,-0.016,0.186,0.012,-26.073,2585.708,63.008,-0.802,127.750,2.080
5818589390742119040,-24,6140,27,36,-0.01,3.83,0.02,0.022,-0.174,-1.859,0.242,0.298,-1.10,12.59,0.65,-0.01,0.78,0.03,-0.022,1.789,0.021,-5.768,643.203,5.854,-0.087,4.104,0.095,-0.000,0.000,0.001,-21.988,736.674,30.299,-1.084,54.530,1.266
6237071453362897536,-53,6411,47,72,-0.01,4.22,0.01,0.015,-0.081,-0.505,0.064,0.103,-0.35,4.77,0.27,-0.01,1.07,0.02,-0.013,1.322,0.013,-1.783,322.870,1.713,-0.102,2.664,0.065,-0.036,0.968,0.022,-41.318,1800.185,46.803,-1.498,96.504,1.468
5909703239268583808,-10,5857,17,20,-0.01,4.06,0.01,0.008,-0.014,-0.437,0.015,0.021,-0.23,10.96,0.15,-0.00,0.91,0.01,-0.008,1.478,0.010,-2.738,454.376,2.658,-0.028,2.319,0.035,-0.009,0.235,0.015,-16.174,1277.817,15.865,-0.743,77.380,0.660
5911276021936801792,-28,6748,28,40,-0.01,4.11,0.01,0.009,-0.076,-1.571,0.090,0.118,-0.18,6.95,0.26,-0.01,0.93,0.01,-0.012,1.406,0.009,-3.022,436.600,2.830,-0.056,3.686,0.062,-0.012,0.504,0.010,-20.042,1345.227,20.507,-0.767,81.188,0.875
5798991936007881088,-69,7144,28,75,-0.01,4.15,0.01,0.013,-0.025,-0.137,0.042,0.048,-0.04,1.57,0.02,-0.01,1.43,0.01,-0.024,1.673,0.020,-8.633,749.422,4.760,-0.116,6.488,0.092,-0.024,0.223,0.009,-16.427,1424.431,33.346,-0.767,73.973,1.333
5796113753855507072,-56,7311,45,72,-0.02,3.95,0.02,0.031,-0.063,-0.141,0.059,0.086,-0.05,1.33,0.05,-0.03,1.65,0.03,-0.066,2.264,0.070,-27.511,1021.045,29.107,-0.581,13.101,0.641,-0.023,0.159,0.019,-44.113,894.629,43.474,-1.997,49.440,1.952
6655618829556618368,-9,5831,12,15,-0.01,4.13,0.01,0.013,-0.020,-0.481,0.025,0.032,-0.38,13.02,0.30,-0.01,0.86,0.01,-0.009,1.324,0.010,-2.163,412.037,2.282,-0.020,1.827,0.021,-0.000,0.000,0.000,-27.527,1509.537,31.473,-1.065,88.529,1.174
4208160784268615424,-13,6204,19,23,-0.01,4.21,0.01,0.014,-0.029,-1.008,0.039,0.049,-0.67,12.05,0.33,-0.01,0.81,0.01,-0.008,1.170,0.005,-0.979,341.246,0.830,-0.022,1.828,0.016,-0.011,0.853,0.010,-22.655,1770.069,49.049,-0.790,102.462,1.665
6643202117759757440,-31,6862,31,44,-0.01,4.11,0.01,0.009,-0.019,-0.013,0.018,0.026,-0.03,1.70,0.04,-0.01,1.44,0.01,-0.017,1.761,0.018,-6.988,646.623,7.216,-0.159,6.188,0.153,-0.016,0.194,0.016,-19.320,1328.623,17.329,-0.898,70.165,0.845
6129077627441726208,-24,8015,15,28,-0.00,4.26,0.00,0.005,-0.009,-0.241,0.008,0.012,-0.01,0.84,0.02,-0.01,1.54,0.00,-0.008,1.529,0.008,-8.757,635.050,2.571,-0.197,8.708,0.070,-0.007,0.597,0.006,-13.117,1730.053,12.870,-0.539,84.213,0.510
6712029827673651840,-13,5754,14,19,-0.03,4.38,0.02,0.032,-0.136,-0.135,0.073,0.155,-1.45,8.56,2.52,-0.05,0.92,0.03,-0.007,1.023,0.007,-1.478,336.726,1.589,-0.011,1.034,0.012,-0.000,0.000,0.000,-166.709,2725.497,108.661,-3.784,132.047,2.813
6712005805921918208,-128,5645,144,193,-0.01,4.60,0.02,0.024,-0.174,-0.694,0.139,0.223,-2.49,4.13,2.06,-0.02,0.77,0.02,-0.008,0.723,0.008,-0.503,200.609,0.486,-0.035,0.479,0.041,-0.090,0.379,0.097,-124.217,4640.426,164.622,-3.533,201.435,4.620
6779194972923182592,-6,5673,8,10,-0.01,4.42,0.01,0.010,-0.032,-0.447,0.023,0.039,-0.68,12.29,0.87,-0.01,0.80,0.01,-0.003,0.908,0.003,-0.876,234.723,0.652,-0.006,0.770,0.004,-0.000,0.000,0.002,-52.133,3060.167,39.173,-1.313,148.107,1.097
2622421337750193920,-7,5932,16,18,-0.00,4.02,0.01,0.011,-0.016,-0.356,0.023,0.028,-0.33,8.63,0.21,-0.01,0.98,0.01,-0.013,1.596,0.012,-4.682,584.647,4.955,-0.048,2.848,0.068,-0.000,0.000,0.011,-11.991,1176.415,26.948,-0.600,71.643,1.025
6392021881848108032,-167,7965,76,184,-0.02,4.46,0.01,0.021,-0.433,-1.347,0.422,0.604,-0.45,0.57,0.76,-0.05,1.21,0.03,-0.008,1.069,0.009,-1.589,383.647,1.679,-0.286,4.130,0.141,-0.063,0.959,0.029,-127.266,2802.098,78.931,-2.718,127.187,2.071
6386029023784346880,-19,5854,24,30,-0.02,4.27,0.02,0.026,-0.040,-0.405,0.055,0.068,-1.32,12.13,0.89,-0.01,0.86,0.02,-0.014,1.116,0.013,-3.072,359.995,3.317,-0.022,1.318,0.025,-0.000,0.000,0.000,-67.434,2118.335,101.248,-2.269,113.069,3.130
5771850040487711616,-8,5615,0,8,-0.00,4.20,0.00,0.001,-0.001,-0.080,0.002,0.002,-0.01,13.21,0.16,-0.00,0.91,0.00,-0.004,1.260,0.001,-0.607,332.540,0.139,-0.017,1.423,0.001,-0.011,0.378,0.001,-2.718,1802.664,6.856,-0.101,97.723,0.295
5924508914946150784,-96,6087,130,162,-0.03,4.21,0.04,0.049,-0.070,-0.631,0.076,0.103,-2.75,10.35,2.10,-0.04,0.87,0.06,-0.015,1.216,0.013,-2.161,429.665,2.222,-0.089,1.833,0.115,-0.060,0.219,0.077,-94.941,1786.320,151.756,-3.059,100.589,4.483
6693984127439926016,-43,5876,55,70,-0.01,4.06,0.01,0.018,-0.051,-0.198,0.052,0.073,-0.64,8.59,0.46,-0.02,1.01,0.02,-0.018,1.552,0.017,-5.348,488.468,5.204,-0.087,2.586,0.109,-0.030,0.388,0.037,-29.142,1286.928,41.428,-1.134,75.561,1.520
2619737636025378304,-1,5229,0,1,-0.00,3.51,0.00,0.001,-0.001,-0.822,0.001,0.001,-0.03,13.20,0.03,-0.00,0.82,0.00,-0.001,2.623,0.002,-0.079,576.331,0.147,-0.002,4.635,0.006,-0.000,0.024,0.001,-0.703,385.691,0.419,-0.043,31.164,0.025
2619727916514883328,-31,6826,32,45,-0.02,4.00,0.02,0.022,-0.035,-0.207,0.036,0.050,-0.05,2.05,0.05,-0.01,1.42,0.01,-0.037,1.978,0.041,-14.319,838.148,16.496,-0.247,7.636,0.272,-0.016,0.137,0.016,-36.567,1041.019,36.567,-1.591,59.012,1.534
2619719013047188096,-9,5777,13,16,-0.01,4.11,0.01,0.012,-0.016,-0.427,0.017,0.023,-0.23,13.34,0.11,-0.00,0.86,0.00,-0.012,1.348,0.013,-3.484,425.830,3.435,-0.032,1.824,0.032,-0.013,0.060,0.013,-28.738,1469.605,28.972,-1.221,86.478,1.214
4683872839441659008,-8,4514,8,12,-0.01,4.65,0.01,0.008,-0.031,-0.121,0.032,0.045,-2.25,4.55,1.78,-0.01,0.68,0.01,-0.003,0.644,0.003,-0.104,104.879,0.105,-0.000,0.155,0.001,-0.000,0.000,0.000,-65.156,5707.501,87.817,-1.800,223.938,1.839
2600698737492224896,-6,5698,9,11,-0.01,4.11,0.01,0.013,-0.014,-0.286,0.022,0.026,-0.35,13.23,0.18,-0.01,0.88,0.01,-0.011,1.371,0.011,-2.254,366.964,2.442,-0.023,1.787,0.026,-0.000,0.000,0.001,-29.161,1467.510,31.015,-1.168,85.357,1.181
2600480617577850240,-9,5713,10,13,-0.01,4.30,0.01,0.013,-0.020,-0.225,0.021,0.029,-0.71,12.57,0.56,-0.01,0.87,0.01,-0.007,1.101,0.007,-1.393,309.390,1.451,-0.011,1.162,0.011,-0.000,0.000,0.000,-40.856,2244.231,52.740,-1.305,116.367,1.594
6432272593064889984,-11,5658,11,15,-0.01,4.05,0.01,0.014,-0.027,-0.256,0.025,0.037,-0.29,12.39,0.30,-0.01,0.91,0.01,-0.011,1.491,0.011,-2.157,402.954,2.155,-0.022,2.053,0.022,-0.000,0.000,0.000,-27.527,1275.555,27.791,-1.052,76.384,1.075
6352617755930841216,-44,5957,192,197,-0.02,4.53,0.06,0.063,-0.041,-1.036,0.082,0.091,-6.96,8.95,2.34,-0.02,0.76,0.08,-0.013,0.778,0.004,-0.531,246.288,0.553,-0.020,0.689,0.066,-0.034,0.382,0.114,-132.800,3823.379,489.819,-3.320,179.057,12.719
6075273159074211200,-74,5724,111,134,-0.01,4.50,0.02,0.021,-0.109,-0.111,0.079,0.134,-1.84,3.63,1.24,-0.02,0.93,0.03,-0.008,0.898,0.007,-0.992,276.462,0.989,-0.033,0.781,0.050,-0.053,0.267,0.074,-89.938,3597.456,130.848,-2.450,160.581,3.457
4685158718290026496,-14,5190,13,19,-0.01,4.52,0.01,0.010,-0.038,-0.138,0.038,0.054,-1.27,11.07,1.41,-0.01,0.79,0.01,-0.005,0.810,0.005,-0.369,198.282,0.358,-0.002,0.428,0.002,-0.000,0.000,0.000,-66.563,3964.196,60.985,-1.572,173.478,1.518
5922874319115933568,-51,7583,54,75,-0.02,4.00,0.01,0.023,-0.040,0.003,0.022,0.046,-0.03,1.01,0.04,-0.03,1.78,0.02,-0.044,2.222,0.053,-22.363,1054.516,23.792,-0.592,14.716,0.630,-0.019,0.303,0.019,-39.238,978.352,29.283,-1.598,51.656,1.321
6677466439133536896,-26,5215,39,47,-0.01,4.54,0.02,0.021,-0.021,-0.266,0.034,0.040,-3.92,11.28,1.52,-0.01,0.76,0.03,-0.004,0.771,0.004,-0.674,188.272,0.669,-0.009,0.397,0.011,-0.034,0.429,0.042,-72.519,4169.291,176.620,-1.902,182.329,4.178
6677662014763961088,-12,5397,13,18,-0.01,4.59,0.01,0.012,-0.051,-0.235,0.054,0.075,-1.57,2.49,0.98,-0.01,0.83,0.02,-0.004,0.760,0.004,-0.621,228.761,0.613,-0.002,0.442,0.002,-0.000,0.000,0.000,-68.353,4582.220,101.384,-1.804,193.467,2.137
6677404248006944768,-22,6338,26,34,-0.01,4.35,0.01,0.009,-0.028,-0.233,0.028,0.040,-0.09,2.69,0.06,-0.01,1.11,0.01,-0.011,1.166,0.012,-4.123,406.343,4.834,-0.056,1.975,0.062,-0.016,0.335,0.021,-36.756,2406.930,38.907,-1.486,117.794,1.476
6677400537155130752,-60,6484,83,103,-0.02,4.47,0.02,0.027,-0.168,-2.126,0.233,0.287,-1.78,9.14,2.24,-0.03,0.77,0.03,-0.005,0.843,0.005,-1.056,292.650,1.078,-0.038,1.132,0.052,-0.038,0.485,0.045,-130.147,3173.089,120.803,-3.141,158.396,3.045
6780211574501254400,-20,5790,21,29,-0.01,4.16,0.02,0.027,-0.095,-0.321,0.137,0.167,-1.34,12.43,0.76,-0.03,0.89,0.05,-0.011,1.297,0.011,-2.427,407.535,2.407,-0.023,1.703,0.025,-0.000,0.000,0.000,-52.606,1632.851,88.687,-1.635,92.679,2.224
6412671255677820672,-14,5566,18,23,-0.00,4.57,0.01,0.010,-0.012,-0.234,0.017,0.021,-1.06,2.90,0.58,-0.01,0.86,0.01,-0.003,0.800,0.003,-0.576,253.606,0.602,-0.007,0.553,0.008,-0.016,0.115,0.018,-46.206,4238.688,78.752,-1.238,182.864,2.031
6380467316015013888,-24,5882,25,34,-0.02,4.47,0.02,0.027,-0.149,-0.671,0.126,0.195,-1.86,9.01,2.80,-0.04,0.81,0.03,-0.006,0.867,0.006,-0.819,293.198,0.833,-0.008,0.810,0.009,-0.000,0.000,0.000,-160.676,3313.896,115.901,-3.443,158.271,2.656
