id,teff_16,teff,teff_84,e_teff,logg_16,logg,logg_84,e_logg,feh_16,feh,feh_84,e_feh,age_16,age,age_84,mass_16,mass,mass_84,radius_16,radius,radius_84,distance_16,distance,distance_84,luminosity_16,luminosity,luminosity_84,AV_16,AV,AV_84,nu_max_16,nu_max,nu_max_84,delta_nu_16,delta_nu,delta_nu_84
3621154379719980800,-36,5935,70,78,-0.01,4.18,0.02,0.023,-0.031,-0.301,0.036,0.048,-1.48,9.67,0.68,-0.02,0.94,0.04,-0.010,1.305,0.011,-2.393,409.611,2.602,-0.063,1.917,0.077,-0.035,0.076,0.053,-41.245,1692.035,69.737,-1.379,94.088,2.129
3621535734160860672,-4,5723,6,7,-0.01,4.36,0.01,0.008,-0.010,-0.398,0.014,0.017,-0.42,13.20,0.21,-0.00,0.82,0.01,-0.006,0.988,0.006,-1.736,272.976,1.754,-0.012,0.944,0.013,-0.000,0.000,0.001,-30.178,2621.071,36.456,-1.104,132.353,1.221
3631855887737594496,-1,5351,1,2,-0.00,3.70,0.00,0.000,-0.004,-0.776,0.002,0.005,-0.01,13.35,0.01,-0.00,0.81,0.00,-0.001,2.117,0.001,-0.176,549.233,0.183,-0.002,3.310,0.004,-0.001,0.007,0.001,-0.505,585.234,0.305,-0.021,43.107,0.020
3632124241589786496,-22,5967,26,34,-0.01,4.16,0.01,0.013,-0.023,-0.446,0.023,0.033,-0.56,10.46,0.45,-0.01,0.91,0.01,-0.011,1.307,0.011,-3.161,432.149,3.867,-0.045,1.948,0.059,-0.019,0.156,0.020,-27.232,1617.793,35.565,-1.037,92.259,1.308
5199068151012743680,-253,7265,135,287,-0.01,4.09,0.02,0.019,-0.120,-1.060,0.162,0.202,-0.25,3.57,0.23,-0.03,1.14,0.03,-0.018,1.589,0.032,-3.245,588.352,3.169,-0.693,6.314,0.373,-0.124,0.901,0.060,-37.547,1255.476,27.160,-1.200,72.132,1.014
5786286318925192064,-7,6125,10,12,-0.00,4.18,0.00,0.003,-0.008,-0.228,0.008,0.011,-0.00,0.01,0.00,-0.00,1.19,0.00,-0.005,1.473,0.005,-1.557,517.121,1.590,-0.018,2.742,0.025,-0.000,0.000,0.005,-7.309,1652.505,7.407,-0.351,86.982,0.335
5389596989069730048,-75,6153,140,159,-0.02,4.17,0.03,0.030,-0.080,-0.766,0.049,0.094,-1.76,10.30,1.07,-0.02,0.87,0.03,-0.014,1.269,0.011,-2.120,427.363,2.124,-0.082,2.081,0.154,-0.045,0.238,0.079,-51.577,1626.374,76.598,-1.824,94.320,2.578
6163886237129156224,-61,6991,59,85,-0.01,4.46,0.01,0.016,-0.200,-1.337,0.125,0.236,-0.00,0.01,0.00,-0.01,0.97,0.01,-0.010,0.958,0.009,-2.549,333.615,2.544,-0.058,1.970,0.062,-0.023,0.782,0.022,-61.668,2985.094,84.475,-2.072,142.493,2.629
5819439961753013120,-11,6404,12,17,-0.01,4.07,0.01,0.014,-0.026,-0.368,0.029,0.039,-0.51,4.41,0.16,-0.02,1.17,0.03,-0.012,1.653,0.013,-4.121,592.328,4.202,-0.058,4.133,0.060,-0.000,0.000,0.000,-36.077,1270.569,22.004,-1.052,72.863,0.824
4471613425371795456,-69,6676,42,81,-0.01,4.34,0.01,0.017,-0.083,-0.100,0.076,0.113,-0.40,0.66,0.44,-0.03,1.27,0.03,-0.008,1.256,0.009,-1.910,425.761,1.933,-0.104,2.811,0.076,-0.043,0.683,0.028,-56.367,2322.765,58.122,-1.450,110.924,1.444
5398257601643323392,-44,5789,43,62,-0.01,4.58,0.01,0.012,-0.021,-0.414,0.023,0.031,-0.95,1.38,0.97,-0.01,0.87,0.01,-0.004,0.793,0.003,-0.747,245.326,0.787,-0.020,0.635,0.021,-0.038,0.179,0.038,-69.383,4285.983,80.523,-1.872,186.179,2.108
6080635584665212032,-79,7191,80,113,-0.02,4.06,0.02,0.025,-0.080,-0.693,0.080,0.113,-0.13,2.73,0.18,-0.03,1.26,0.02,-0.046,1.729,0.049,-19.971,765.860,21.095,-0.285,7.194,0.263,-0.037,0.253,0.034,-43.680,1173.210,44.104,-2.097,66.820,2.082
1739071569987143680,-33,6072,28,44,-0.01,4.22,0.01,0.010,-0.066,-0.193,0.038,0.076,-0.18,6.47,0.19,-0.01,1.04,0.01,-0.018,1.311,0.012,-3.418,457.016,5.294,-0.041,2.083,0.067,-0.016,0.285,0.022,-31.426,1835.460,28.955,-1.196,97.509,1.443
6280625479755469952,-12,5803,21,24,-0.01,4.20,0.01,0.010,-0.018,-0.359,0.016,0.024,-0.52,12.89,0.37,-0.01,0.87,0.01,-0.006,1.223,0.006,-1.616,378.786,1.847,-0.020,1.530,0.029,-0.012,0.158,0.015,-24.515,1791.028,28.187,-0.885,99.697,0.926
6308033207962963584,-107,5921,185,214,-0.03,4.10,0.04,0.049,-0.044,-0.406,0.043,0.062,-2.55,10.22,1.69,-0.04,0.93,0.07,-0.020,1.418,0.016,-2.805,407.134,2.880,-0.133,2.233,0.230,-0.075,0.501,0.121,-69.654,1411.046,116.770,-2.495,82.886,3.964
5947128622221637248,-13,7096,18,23,-0.00,4.03,0.00,0.005,-0.013,-1.345,0.010,0.016,-0.07,4.69,0.04,-0.00,1.04,0.01,-0.006,1.634,0.006,-2.539,592.015,4.547,-0.073,6.105,0.076,-0.005,0.390,0.005,-8.829,1095.890,7.169,-0.343,66.975,0.338
5202315391102475264,-27,6211,35,45,-0.01,4.35,0.02,0.020,-0.059,-0.454,0.127,0.140,-1.12,5.48,0.66,-0.02,0.96,0.04,-0.006,1.092,0.005,-1.084,325.288,1.142,-0.021,1.599,0.031,-0.015,0.616,0.019,-53.857,2425.680,100.299,-1.669,122.562,2.100
5369193699698458368,-38,7683,41,56,-0.01,4.15,0.01,0.019,-0.075,-0.890,0.057,0.094,-0.07,2.22,0.28,-0.03,1.28,0.01,-0.024,1.578,0.023,-10.389,740.444,9.819,-0.176,7.785,0.182,-0.013,0.197,0.014,-44.731,1381.571,36.463,-1.517,75.096,1.529
6297964120993987072,-26,5496,29,39,-0.00,4.59,0.00,0.004,-0.020,-0.167,0.019,0.028,-0.37,0.71,0.30,-0.01,0.87,0.01,-0.003,0.782,0.003,-0.597,210.033,0.547,-0.011,0.502,0.013,-0.030,0.145,0.032,-30.745,4531.016,33.742,-0.882,190.468,0.986
6301211429803283456,-12,5843,13,18,-0.01,4.03,0.01,0.012,-0.019,-0.693,0.019,0.027,-0.18,13.37,0.09,-0.00,0.83,0.00,-0.012,1.456,0.013,-2.926,405.948,3.171,-0.035,2.227,0.037,-0.013,0.141,0.013,-23.344,1205.525,22.369,-1.056,75.970,0.999
6298269166751515776,-57,7640,60,83,-0.02,4.06,0.03,0.030,-0.204,-1.955,0.295,0.359,-0.41,4.79,0.34,-0.02,1.02,0.03,-0.023,1.559,0.028,-6.353,529.263,8.621,-0.428,7.530,0.264,-0.030,0.781,0.023,-39.525,1123.984,73.455,-1.718,68.867,2.460
6249719754088910720,-8,5869,6,10,-0.00,3.76,0.00,0.002,-0.005,-0.248,0.014,0.015,-0.01,4.21,0.00,-0.00,1.22,0.00,-0.003,2.408,0.003,-0.923,677.601,0.920,-0.039,6.203,0.019,-0.004,0.571,0.004,-2.043,646.049,2.700,-0.097,43.462,0.105
6249739609719179520,-66,6401,40,77,-0.01,3.70,0.01,0.012,-0.022,-0.209,0.044,0.049,-0.04,2.32,0.04,-0.01,1.44,0.01,-0.021,2.814,0.032,-5.027,849.734,6.366,-0.303,11.919,0.296,-0.037,0.602,0.022,-10.761,539.155,6.897,-0.477,36.494,0.341
6670342325339961856,-36,5879,50,62,-0.01,4.23,0.01,0.017,-0.021,-0.320,0.031,0.037,-1.14,10.81,0.93,-0.02,0.90,0.02,-0.009,1.214,0.008,-2.134,344.859,2.152,-0.042,1.584,0.060,-0.028,0.128,0.041,-40.016,1887.535,53.177,-1.283,102.661,1.661
6043443366901821312,-78,7131,85,116,-0.01,4.16,0.01,0.009,-0.029,-0.208,0.033,0.044,-0.07,1.68,0.05,-0.01,1.39,0.01,-0.011,1.625,0.011,-1.982,334.068,1.892,-0.254,6.146,0.256,-0.040,0.559,0.041,-13.994,1468.687,19.137,-0.564,76.413,0.678
4472010142911687424,-150,7810,171,228,-0.02,3.98,0.04,0.044,-0.196,-1.951,0.393,0.439,-0.92,4.09,0.47,-0.04,1.08,0.09,-0.030,1.764,0.032,-11.121,828.685,13.854,-0.676,10.415,0.922,-0.076,0.468,0.073,-40.391,929.257,70.156,-1.681,59.353,2.822
6477258737653240448,-12,5879,13,18,-0.01,4.28,0.01,0.016,-0.039,-0.490,0.042,0.057,-0.76,12.56,0.59,-0.01,0.84,0.01,-0.008,1.105,0.008,-1.415,287.859,1.404,-0.013,1.312,0.014,-0.000,0.000,0.000,-41.697,2120.207,55.621,-1.368,113.908,1.743
6162307922547596288,-17,5257,35,39,-0.01,4.60,0.02,0.021,-0.014,-0.472,0.039,0.041,-3.65,6.47,1.18,-0.01,0.74,0.03,-0.004,0.711,0.003,-0.427,185.565,0.437,-0.006,0.349,0.007,-0.022,0.194,0.028,-60.082,4764.889,196.385,-1.519,202.605,4.740
6111313329165898240,-7,5609,10,12,-0.01,4.44,0.01,0.012,-0.017,-0.386,0.022,0.028,-0.98,12.37,0.75,-0.01,0.80,0.01,-0.005,0.895,0.004,-0.978,267.088,1.027,-0.005,0.713,0.005,-0.000,0.000,0.000,-49.018,3162.119,65.006,-1.408,151.154,1.820
6687423685153996160,-1,8440,3,3,-0.00,4.50,0.00,0.000,-0.004,-1.787,0.003,0.005,-0.00,0.90,0.00,-0.00,1.21,0.00,-0.000,1.028,0.000,-0.062,363.479,0.137,-0.004,4.828,0.006,-0.001,0.878,0.001,-0.382,2939.086,1.204,-0.013,133.366,0.040
6686718588963164800,-6,6777,7,9,-0.00,4.39,0.00,0.001,-0.005,-0.255,0.006,0.008,-0.00,0.26,0.00,-0.00,1.23,0.00,-0.001,1.177,0.002,-0.607,353.928,0.436,-0.012,2.627,0.020,-0.004,0.685,0.008,-5.423,2541.932,4.167,-0.246,119.507,0.172
6685570041693603200,-13,6174,16,21,-0.01,4.05,0.02,0.023,-0.102,-0.756,0.139,0.173,-0.75,8.66,0.51,-0.02,0.93,0.04,-0.011,1.504,0.009,-3.166,533.355,3.173,-0.041,2.963,0.045,-0.000,0.000,0.001,-35.633,1230.864,54.381,-1.126,75.849,1.545
6482938398108784512,-8,6390,12,14,-0.01,4.10,0.00,0.008,-0.014,-0.487,0.007,0.016,-0.05,4.92,0.04,-0.00,1.11,0.00,-0.011,1.560,0.013,-3.606,511.885,3.746,-0.064,3.661,0.074,-0.006,0.128,0.010,-18.750,1341.643,16.120,-0.834,77.151,0.706
5839517284596398336,-16,6274,24,29,-0.01,4.13,0.01,0.012,-0.031,-0.586,0.036,0.048,-0.30,6.79,0.21,-0.01,1.00,0.01,-0.008,1.421,0.008,-1.522,401.453,1.556,-0.041,2.819,0.049,-0.013,0.338,0.017,-24.166,1472.358,31.826,-0.853,84.794,1.079
6049506039658100352,0,4597,0,0,-0.00,4.26,0.00,0.000,-0.000,-0.914,0.000,0.000,-0.00,0.01,0.00,-0.00,0.77,0.00,-0.000,1.079,0.000,-0.052,232.817,0.017,-0.000,0.467,0.000,-0.000,0.088,0.001,-2.317,2300.084,0.534,-0.087,108.729,0.020
6651069084798571520,-9,6183,11,14,-0.00,4.32,0.00,0.006,-0.021,-0.582,0.017,0.027,-0.22,7.50,0.20,-0.01,0.91,0.01,-0.005,1.093,0.005,-1.633,360.433,1.558,-0.014,1.572,0.017,-0.009,0.375,0.011,-20.461,2286.679,22.827,-0.710,119.118,0.783
6664377951498307968,-47,7354,48,67,-0.01,4.23,0.01,0.014,-0.037,-0.000,0.022,0.043,-0.06,0.80,0.08,-0.01,1.51,0.01,-0.018,1.567,0.020,-7.434,640.298,7.486,-0.171,6.449,0.183,-0.018,0.392,0.019,-41.746,1699.763,30.114,-1.430,82.280,1.280
6458697332108274560,-18,5719,30,35,-0.01,4.37,0.01,0.013,-0.020,-0.373,0.026,0.033,-1.26,12.68,0.60,-0.01,0.82,0.02,-0.006,0.977,0.006,-1.171,287.319,1.182,-0.018,0.923,0.019,-0.021,0.155,0.026,-39.794,2696.511,58.876,-1.257,134.770,1.691
2615311345809100544,-3,6683,6,7,-0.00,4.49,0.00,0.001,-0.007,-0.714,0.005,0.009,-0.01,0.47,0.01,-0.00,1.04,0.00,-0.001,0.964,0.001,-0.241,334.312,0.232,-0.004,1.669,0.005,-0.001,0.564,0.002,-3.333,3221.519,3.181,-0.140,148.730,0.132
2615281418476990336,-16,5829,20,25,-0.00,4.47,0.01,0.008,-0.011,-0.222,0.013,0.017,-0.63,5.01,0.31,-0.01,0.92,0.01,-0.005,0.925,0.005,-1.526,295.566,1.517,-0.016,0.890,0.017,-0.016,0.129,0.019,-33.308,3319.304,48.827,-1.062,152.815,1.393
2614899578704724736,-84,6723,121,147,-0.01,4.26,0.01,0.010,-0.128,-0.382,0.084,0.153,-0.14,2.11,0.13,-0.01,1.23,0.01,-0.012,1.369,0.012,-3.491,474.286,3.575,-0.171,3.453,0.212,-0.045,0.585,0.056,-25.448,1888.323,30.181,-0.974,96.136,1.099
2616101654151421184,-26,6277,14,29,-0.01,4.23,0.01,0.008,-0.016,-0.121,0.007,0.017,-0.03,3.49,0.13,-0.01,1.18,0.01,-0.014,1.378,0.013,-4.596,525.946,4.373,-0.093,2.654,0.062,-0.024,0.034,0.015,-24.816,1853.833,27.585,-1.037,95.609,1.167
2616294103046198656,-20,5308,46,50,-0.00,4.56,0.01,0.010,-0.009,-0.358,0.018,0.020,-1.91,8.56,0.90,-0.01,0.76,0.02,-0.002,0.758,0.004,-0.381,203.638,0.411,-0.008,0.412,0.017,-0.027,0.027,0.056,-39.133,4313.699,74.881,-0.999,187.546,1.845
5791942073598030080,-25,6814,23,34,-0.01,3.92,0.03,0.030,-0.285,-2.084,0.465,0.545,-1.01,7.27,0.58,-0.02,0.91,0.05,-0.017,1.744,0.017,-3.767,490.891,3.772,-0.108,5.910,0.107,-0.000,0.000,0.000,-27.291,855.902,52.788,-1.114,58.523,1.860
5791875759302250240,-22,6099,7,24,-0.00,4.08,0.00,0.004,-0.003,-0.510,0.007,0.008,-0.08,8.17,0.25,-0.01,0.97,0.00,-0.008,1.495,0.006,-2.612,298.730,0.997,-0.034,2.786,0.022,-0.023,0.356,0.006,-11.613,1310.453,6.371,-0.491,78.176,0.374
6681594452459853952,-25,6280,30,39,-0.01,4.23,0.00,0.007,-0.031,-0.384,0.020,0.037,-0.22,5.33,0.29,-0.01,1.05,0.01,-0.010,1.304,0.005,-3.228,449.213,1.837,-0.049,2.384,0.027,-0.029,0.404,0.021,-23.006,1838.392,16.274,-0.704,98.106,0.728
6681965331475757568,-4,5780,7,8,-0.01,4.27,0.01,0.009,-0.009,-0.364,0.010,0.013,-0.25,13.28,0.15,-0.00,0.85,0.00,-0.007,1.117,0.008,-2.034,348.587,2.324,-0.018,1.258,0.018,-0.000,0.000,0.010,-30.167,2104.197,27.224,-1.149,112.484,0.987
4636329269461522688,-123,5973,194,230,-0.03,4.17,0.02,0.040,-0.539,-0.237,0.121,0.552,-1.51,9.03,1.29,-0.09,0.97,0.04,-0.015,1.341,0.013,-1.506,401.301,1.481,-0.136,2.058,0.253,-0.078,0.211,0.102,-144.398,1642.093,85.796,-2.669,91.179,2.628
4636084353246430592,-176,6502,251,307,-0.03,4.12,0.04,0.051,-0.673,-1.487,0.496,0.836,-2.14,9.48,2.17,-0.06,0.86,0.07,-0.019,1.329,0.016,-2.428,468.142,2.462,-0.255,2.846,0.391,-0.088,0.307,0.127,-100.687,1416.364,124.430,-2.853,86.168,3.454
6822952439033889024,-1,4400,0,1,-0.00,4.75,0.00,0.000,-0.000,-0.720,0.003,0.003,-0.01,2.55,0.05,-0.00,0.55,0.00,-0.000,0.519,0.000,-0.001,62.119,0.054,-0.000,0.091,0.000,-0.005,0.816,0.001,-1.612,7285.233,2.598,-0.056,280.330,0.066
6826009184438328064,-9,5509,10,14,-0.01,4.51,0.01,0.014,-0.020,-0.089,0.019,0.027,-1.08,5.66,0.98,-0.01,0.88,0.01,-0.005,0.862,0.005,-0.974,276.948,1.077,-0.005,0.616,0.005,-0.000,0.000,0.000,-78.152,3770.928,83.494,-2.121,166.259,2.271
6826258670498948352,-10,5947,11,15,-0.00,4.15,0.01,0.007,-0.011,-0.339,0.014,0.018,-0.25,9.64,0.24,-0.01,0.94,0.01,-0.004,1.355,0.004,-1.337,431.568,1.437,-0.015,2.068,0.021,-0.006,0.136,0.008,-14.466,1568.869,17.614,-0.518,89.171,0.551
5817637587318724352,-32,7367,25,40,-0.02,4.05,0.02,0.026,-0.249,-2.085,0.380,0.454,-0.76,5.80,0.42,-0.02,0.97,0.04,-0.019,1.542,0.020,-4.468,423.655,5.050,-0.152,6.308,0.143,-0.010,0.418,0.008,-37.203,1117.784,57.499,-1.418,69.269,1.853
5817630925845642624,-24,5881,25,35,-0.03,4.40,0.03,0.039,-0.197,-0.469,0.181,0.268,-2.63,9.60,2.57,-0.05,0.85,0.05,-0.006,0.962,0.006,-0.322,151.562,0.312,-0.012,0.997,0.014,-0.000,0.000,0.000,-155.034,2821.793,178.908,-3.365,139.347,3.817
5816092159321128704,-49,7844,48,69,-0.01,4.02,0.01,0.012,-0.055,-0.556,0.044,0.070,-0.03,2.09,0.03,-0.01,1.39,0.01,-0.015,1.904,0.016,-0.782,210.290,0.750,-0.181,12.322,0.183,-0.012,0.249,0.012,-19.174,1021.734,16.834,-0.740,59.579,0.711
5816064327932675200,-51,6747,53,74,-0.01,4.42,0.01,0.011,-0.091,-0.921,0.102,0.136,-0.36,1.89,0.25,-0.01,1.04,0.01,-0.007,1.040,0.006,-1.016,223.851,0.959,-0.056,2.017,0.057,-0.023,0.647,0.026,-34.846,2752.995,56.755,-1.103,132.612,1.618
5811451533045967360,-9,6018,8,12,-0.00,4.00,0.00,0.003,-0.009,-0.672,0.005,0.010,-0.12,9.52,0.13,-0.00,0.91,0.00,-0.005,1.587,0.005,-2.002,463.839,1.653,-0.035,2.979,0.025,-0.004,0.223,0.005,-4.935,1101.888,4.244,-0.248,69.905,0.230
5811825916757448064,-64,6073,106,124,-0.01,4.10,0.02,0.023,-0.091,-0.848,0.076,0.118,-1.32,11.91,0.81,-0.02,0.84,0.02,-0.013,1.347,0.011,-2.400,439.526,2.658,-0.083,2.226,0.129,-0.039,0.197,0.060,-37.293,1397.920,54.803,-1.362,85.212,2.004
5813078397947872000,-2,6308,1,2,-0.00,3.59,0.00,0.001,-0.002,-1.175,0.000,0.002,-0.00,3.53,0.00,-0.00,1.16,0.00,-0.001,2.868,0.003,-0.471,734.274,0.254,-0.008,11.717,0.017,-0.001,0.528,0.003,-1.032,418.202,0.229,-0.057,32.498,0.014
5813047886495119104,-64,5829,110,127,-0.02,4.42,0.03,0.033,-0.038,-0.573,0.044,0.058,-3.15,10.97,1.89,-0.02,0.81,0.04,-0.007,0.918,0.006,-1.127,310.230,1.103,-0.038,0.880,0.056,-0.052,0.144,0.078,-85.118,2982.610,147.740,-2.427,146.299,4.150
6690527773982302592,-8,5601,9,12,-0.01,4.56,0.01,0.008,-0.022,-0.339,0.026,0.034,-0.73,4.28,0.51,-0.01,0.84,0.01,-0.004,0.798,0.003,-0.952,259.011,0.902,-0.004,0.564,0.004,-0.000,0.000,0.000,-43.552,4145.591,57.883,-1.267,181.475,1.595
6455329081318770176,-10,6047,14,17,-0.01,4.15,0.01,0.013,-0.026,-0.482,0.022,0.034,-0.25,9.34,0.24,-0.01,0.93,0.01,-0.010,1.347,0.012,-3.283,426.866,2.865,-0.029,2.189,0.031,-0.008,0.257,0.009,-35.794,1554.253,24.977,-1.321,89.252,0.976
6467218581583806976,-8,5683,9,12,-0.01,4.35,0.01,0.010,-0.017,-0.294,0.023,0.029,-0.71,12.98,0.37,-0.01,0.84,0.01,-0.005,1.010,0.005,-1.054,274.593,1.074,-0.007,0.957,0.008,-0.000,0.000,0.001,-27.915,2573.296,46.400,-0.953,129.545,1.313
6385325890394947072,-15,5980,13,20,-0.00,4.72,0.00,0.002,-0.052,-1.827,0.040,0.066,-0.03,0.12,0.03,-0.00,0.75,0.00,-0.002,0.625,0.002,-0.249,166.091,0.219,-0.008,0.449,0.006,-0.020,0.978,0.015,-21.094,5830.550,27.434,-0.684,244.631,0.929
6385497650430479232,-20,5546,21,29,-0.01,4.45,0.02,0.020,-0.079,-0.271,0.091,0.120,-2.07,11.28,1.62,-0.02,0.82,0.03,-0.006,0.891,0.007,-0.617,249.396,0.611,-0.004,0.676,0.004,-0.000,0.000,0.000,-85.484,3278.994,116.960,-1.956,153.678,2.408
5919978690834166912,-292,7276,273,400,-0.01,4.14,0.01,0.016,-0.227,-0.420,0.147,0.270,-0.10,1.97,0.14,-0.03,1.34,0.01,-0.026,1.624,0.019,-4.184,428.259,4.031,-0.973,6.664,0.864,-0.150,0.481,0.112,-41.630,1413.183,26.974,-1.343,75.156,1.119
5923002725768084736,-23,5879,23,33,-0.00,4.07,0.00,0.006,-0.022,-0.559,0.018,0.029,-0.35,12.14,0.42,-0.01,0.86,0.01,-0.011,1.411,0.010,-2.849,339.409,2.462,-0.062,2.144,0.060,-0.019,0.329,0.025,-13.989,1334.225,13.658,-0.635,80.988,0.636
5924500153214005248,-14,7207,8,16,-0.00,3.49,0.00,0.004,-0.005,-0.181,0.006,0.008,-0.00,0.96,0.00,-0.00,2.00,0.00,-0.010,4.209,0.016,-0.897,1408.412,1.768,-0.060,42.891,0.068,-0.001,0.255,0.001,-2.033,314.283,1.129,-0.108,21.719,0.061
6380153856417230336,-24,5898,25,35,-0.03,4.30,0.03,0.043,-0.194,-0.347,0.194,0.274,-2.52,10.21,2.15,-0.05,0.89,0.07,-0.008,1.103,0.008,-1.580,394.834,1.613,-0.019,1.327,0.019,-0.000,0.000,0.000,-137.186,2246.189,176.858,-3.239,116.940,4.025
6386427424950788992,-36,7542,42,56,-0.00,4.39,0.00,0.004,-0.058,-0.473,0.015,0.060,-0.01,0.22,0.17,-0.02,1.31,0.01,-0.005,1.208,0.003,-1.742,401.060,2.086,-0.077,4.243,0.099,-0.016,0.952,0.015,-22.113,2440.195,11.682,-0.472,112.473,0.431
6386338123991613696,-81,7065,123,148,-0.01,4.26,0.01,0.018,-0.102,-1.402,0.066,0.122,-0.42,4.06,0.29,-0.01,1.03,0.02,-0.011,1.242,0.010,-1.711,436.138,1.954,-0.138,3.463,0.213,-0.043,0.666,0.064,-34.907,1864.434,53.557,-1.143,99.455,1.325
5945875075890422272,-4,10656,6,8,-0.00,4.17,0.00,0.002,-0.001,-1.774,0.000,0.001,-0.00,1.25,0.00,-0.00,1.55,0.00,-0.002,1.688,0.004,-0.813,531.141,0.981,-0.105,33.106,0.090,-0.002,0.831,0.001,-5.375,1244.227,3.250,-0.249,70.263,0.146
6683905488463330176,-15,6097,15,21,-0.01,4.24,0.01,0.021,-0.033,-0.301,0.033,0.047,-0.56,6.96,0.57,-0.02,1.00,0.02,-0.014,1.258,0.014,-4.498,483.350,4.570,-0.037,1.969,0.038,-0.000,0.000,0.000,-62.403,1903.871,63.508,-2.033,101.448,2.075
6683815324213471616,-50,6536,17,53,-0.00,4.37,0.00,0.002,-0.024,-0.130,0.050,0.056,-0.00,0.76,0.01,-0.00,1.21,0.00,-0.003,1.187,0.003,-1.067,377.404,0.399,-0.078,2.313,0.018,-0.030,0.413,0.005,-5.988,2510.547,11.942,-0.210,118.905,0.391
6409092487065124864,-20,6260,26,33,-0.01,4.42,0.01,0.008,-0.020,-0.258,0.016,0.026,-0.26,2.12,0.14,-0.00,1.05,0.01,-0.007,1.047,0.007,-2.047,317.600,2.161,-0.033,1.518,0.035,-0.015,0.264,0.019,-39.281,2859.594,39.925,-1.358,135.026,1.297
6409129458143751424,-3,5807,5,7,-0.00,4.40,0.00,0.002,-0.006,-0.419,0.004,0.008,-0.09,10.31,0.11,-0.00,0.84,0.00,-0.001,0.955,0.002,-0.357,275.987,0.398,-0.004,0.933,0.006,-0.005,0.014,0.009,-9.200,2857.848,7.913,-0.335,140.391,0.259
6387727047695032192,-20,5566,21,29,-0.02,4.46,0.02,0.026,-0.102,-0.280,0.120,0.157,-2.71,10.53,2.08,-0.03,0.82,0.04,-0.006,0.884,0.006,-0.592,230.205,0.589,-0.005,0.676,0.005,-0.000,0.000,0.000,-113.075,3342.922,154.304,-2.491,155.764,3.098
6387630810364033152,-164,6855,256,304,-0.01,4.38,0.01,0.012,-0.420,-0.928,0.267,0.498,-0.52,1.98,0.21,-0.02,1.08,0.03,-0.013,1.108,0.011,-1.878,425.233,1.877,-0.192,2.444,0.323,-0.073,0.383,0.114,-39.239,2501.637,65.133,-1.439,122.142,1.556
4620325057381946752,-38,7330,44,59,-0.01,4.08,0.01,0.011,-0.052,-0.887,0.034,0.062,-0.04,3.02,0.06,-0.01,1.20,0.01,-0.015,1.665,0.016,-5.142,669.293,4.874,-0.127,7.203,0.144,-0.015,0.273,0.016,-20.540,1195.752,18.209,-0.843,68.607,0.780
4619534194987914112,-5,6380,6,8,-0.00,4.18,0.00,0.003,-0.008,-0.627,0.007,0.010,-0.07,5.87,0.06,-0.00,1.02,0.00,-0.003,1.351,0.002,-0.306,418.269,0.262,-0.007,2.726,0.007,-0.003,0.422,0.003,-6.810,1642.140,8.912,-0.240,91.474,0.306
5947289352764660608,-133,5954,306,333,-0.03,4.16,0.06,0.068,-0.057,-0.500,0.029,0.064,-4.42,11.33,2.06,-0.02,0.87,0.10,-0.027,1.288,0.024,-4.474,396.201,4.579,-0.142,1.893,0.331,-0.105,0.105,0.185,-86.498,1616.079,194.616,-3.441,92.991,6.026
5947287875295909760,-9,6737,13,16,-0.00,4.37,0.00,0.005,-0.030,-1.407,0.026,0.040,-0.06,4.84,0.06,-0.00,0.93,0.00,-0.006,1.041,0.005,-2.045,265.472,1.144,-0.025,2.011,0.025,-0.005,0.600,0.007,-16.011,2458.579,21.491,-0.714,125.678,0.889
6705814352864504576,-17,6043,13,21,-0.01,4.23,0.01,0.008,-0.015,-0.664,0.019,0.024,-0.33,11.53,0.24,-0.00,0.84,0.01,-0.005,1.168,0.006,-1.174,323.411,1.545,-0.015,1.641,0.021,-0.011,0.352,0.013,-21.100,1877.169,19.485,-0.834,105.054,0.715
6708843301239225344,-3,5838,4,5,-0.00,4.05,0.00,0.002,-0.004,-0.368,0.005,0.006,-0.06,10.47,0.05,-0.00,0.93,0.00,-0.003,1.513,0.004,-0.499,482.825,0.933,-0.013,2.396,0.012,-0.004,0.138,0.004,-4.960,1250.631,4.180,-0.245,75.606,0.186
6708859553395160192,-12,6482,16,20,-0.00,4.34,0.00,0.003,-0.012,-0.418,0.016,0.020,-0.09,2.63,0.08,-0.00,1.09,0.00,-0.004,1.168,0.004,-1.644,430.297,1.841,-0.025,2.167,0.033,-0.009,0.269,0.008,-10.225,2350.259,15.285,-0.423,116.394,0.548
6705788067664685952,-132,6497,191,232,-0.03,4.21,0.03,0.042,-0.432,-1.453,0.308,0.531,-2.18,10.17,1.83,-0.04,0.83,0.05,-0.015,1.178,0.013,-2.719,428.649,2.941,-0.149,2.229,0.222,-0.066,0.355,0.090,-94.011,1741.095,121.726,-2.740,101.123,3.432
6700695988796190080,-39,4095,20,44,-0.00,4.72,0.00,0.003,-0.046,-0.066,0.059,0.075,-0.23,0.58,0.27,-0.00,0.59,0.00,-0.002,0.555,0.002,-0.120,90.402,0.091,-0.002,0.078,0.001,-0.075,0.197,0.043,-45.666,7118.310,35.131,-1.025,262.329,1.383
