,dr2_source_id,dr3_source_id,tic_id,parallax,parallax_unc,galex_fuv,galex_fuv_unc,galex_fafl,galex_nuv,galex_nuv_unc,galex_nafl,skymapper_u,skymapper_u_unc,skymapper_v,skymapper_v_unc,skymapper_g,skymapper_g_unc,skymapper_r,skymapper_r_unc,skymapper_i,skymapper_i_unc,skymapper_z,skymapper_z_unc,sdss_u,sdss_u_unc,sdss_g,sdss_g_unc,sdss_r,sdss_r_unc,sdss_i,sdss_i_unc,sdss_z,sdss_z_unc,gaia_g,gaia_g_unc,gaia_bp,gaia_bp_unc,gaia_rp,gaia_rp_unc,tmass_j,tmass_j_unc,tmass_h,tmass_h_unc,tmass_k,tmass_k_unc,wise_w1,wise_w1_unc,wise_w2,wise_w2_unc,allsky_w1,allsky_w1_unc,allsky_w2,allsky_w2_unc
44,2082145826661525504,2082145826661525504,239289739,4.65119910425667,0.012372649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.155273,0.0003,,,,,10.1520004272461,0.0171000007539987,9.86499977111816,0.0146000003442168,9.82499980926514,0.0127999996766448,9.73499965667725,0.0230000000447034,9.77299976348877,0.0199999995529651,,,,
45,2078509703041651840,2078509703041651840,273143078,8.54289028269591,0.008943722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.590354,0.0003,,,,,10.7849998474121,0.0164000000804662,10.1389999389648,0.0168999992311,10.0170001983643,0.0120000001043081,,,,,,,,
46,2133056960231343872,2133056960231343872,267747080,3.15756546575309,0.009038803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0691185,0.0003,,,,,11.0579996109009,0.024100000038743,10.8009996414185,0.0296000000089406,10.7150001525879,0.0159000009298324,10.6759996414185,0.0230000000447034,10.710000038147,0.0199999995529651,,,,
47,2130786601861946240,2130786601861946240,158663874,3.87473106068773,0.010117786,,,0,15.6804,0.0121,0,,,,,,,,,,,,,,,,,,,,,,,11.553964,0.0003,,,,,10.5410003662109,0.0173000004142522,10.2480001449585,0.0181000009179115,10.1979999542236,0.0063999998383224,10.1569995880127,0.0260000005364418,10.1909999847412,0.0240000002086162,,,,
48,2128311261890110592,2128311261890110592,63129841,10.9671195252632,0.032464013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.045869,0.0003,,,,,9.58500003814697,0.015599999576807,9.12100028991699,0.0144999995827674,9.0290002822876,0.0120000001043081,8.9680004119873,0.0230000000447034,9.0,0.0209999997168779,,,,
49,2129012200546221696,2129012200546221696,26815198,3.14179027916767,0.025553023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5836735,0.0003,,,,,10.6440000534058,0.0166999995708465,10.3909997940063,0.0154999997466802,10.3610000610352,0.0144999995827674,10.3219995498657,0.0219999998807907,10.3479995727539,0.0199999995529651,,,,
50,2129006359396031744,2129006359396031744,26960284,2.1120778228294,0.04559626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.158645,0.0003,,,,,10.4650001525879,0.0164000000804662,10.3039999008179,0.0154999997466802,10.2849998474121,0.0115999998524785,10.2410001754761,0.0230000000447034,10.253999710083,0.0199999995529651,,,,
51,2129265152644942848,2129265152644942848,424864883,2.71753807102535,0.00876148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.392161,0.0003,,,,,11.3369998931885,0.0221999995410442,11.0430002212524,0.0287999995052814,10.956000328064,0.0199999995529651,10.9409999847412,0.0230000000447034,10.9680004119873,0.0199999995529651,,,,
52,2129658644668492416,2129658644668492416,26584748,1.1412371416224,0.008816732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.382786,0.0003,,,,,11.3330001831055,0.0181000009179115,11.0530004501343,0.0154999997466802,10.9840002059937,0.0159000009298324,10.9519996643066,0.0219999998807907,10.9890003204346,0.0209999997168779,,,,
53,2100702142660731520,2100702142660731520,120821007,3.64528018057824,0.008373767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.303629,0.0003,,,,,11.1850004196167,0.0161000005900859,10.8229999542236,0.018300000578165,10.7779998779297,0.0162000004202127,10.7480001449585,0.0219999998807907,10.7910003662109,0.0199999995529651,,,,
54,2102947109184301952,2102947109184301952,158796475,3.76070430887284,0.010888064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.152524,0.0003,,,,,10.1890001296997,0.0198999997228384,9.98499965667725,0.0168999992311,9.94999980926514,0.0063999998383224,9.92800045013428,0.0230000000447034,9.96100044250488,0.0199999995529651,,,,
55,2126182469940016256,2126182469941128960,159763936,6.53831507633826,0.055104345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.155068,0.0003,,,,,9.22799968719482,0.0172000005841255,,,8.87100028991699,0.0130000002682209,,,,,,,,
56,2077999048610031360,2077999048610031360,271959015,1.24691546324414,0.010985141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.092218,0.0003,,,,,11.1319999694824,0.015599999576807,10.8859996795654,0.0168999992311,10.8380002975464,0.0129000004380941,10.7869997024536,0.0219999998807907,10.8070001602173,0.0199999995529651,,,,
57,3891958458644424064,3891958458644424064,376812107,2.00504404738809,0.02917207,20.8796,0.2508,0,14.9829,0.0098,0,,,,,,,,,,,,,12.52298,0.01537055,,,,,,,,,11.120201,0.0003,,,,,10.2819995880127,0.0229000002145767,9.98900032043457,0.0222999993711709,9.95100021362305,0.0210999995470047,9.901,0.023,9.925,0.019,,,,
58,3893272375039864960,3893272375039864960,376796099,2.78981053224456,0.032099396,,,,,,,,,,,,,,,,,,,12.92078,0.01989305,,,,,,,,,11.485864,0.0003,,,,,10.4899997711182,0.0210999995470047,10.1820001602173,0.0211999993771314,10.1520004272461,0.0172000005841255,10.093,0.023,10.135,0.02,,,,
