source_id,tic_id,ra_gaia,dec_gaia,pmra,pmdec,parallax,rv,rv_unc,teff,teff_unc,logg,logg_unc,feh,feh_unc,snrg,nobs,tmag,Mast,Rast
3216218674004930688,11454150,85.4916866612154,-2.93739697048449,17.927078487058,-62.1286576454616,3.2189417629225,26.1181047452335,3.37148328647334,5734.14940720064,12.6025274931701,4.10922879311161,0.020637280413623,-0.545039267634953,0.0117593354815509,152.329690146078,2,11.4787647884673,1.01652334068972,1.47369683338278
3230384476874231936,672342879,69.9524841991417,-0.198764864204133,-47.710189589538,-15.2072117491738,11.3109105296164,-14.64,4.24,3886.7,47.61,4.633,0.079,-0.588,0.045,62.1,1,11.6264650512266,0.461581811931859,0.532357185102
3224946116269197056,176380273,72.2115910893414,-3.49096260752684,-16.4467085973384,1.31579247861389,3.26954478531606,-49.48,4.33,5786.81,14.28,4.345,0.024,-0.549,0.013,117.13,1,11.9538802353866,0.949489679448261,1.086551107444
3201958149927637504,299003994,70.7412079265247,-3.06971845494873,0.873534751247333,4.52108554647769,1.47267808579016,18.08,5.62,6415.8,12.86,4.156,0.021,-0.503,0.011,152.51,1,11.9859903413468,1.18682362134235,1.51403844180844
3200920309733698944,299096272,71.4350228682401,-3.93924901539692,6.82304329522785,-13.6085112956548,2.32989709844267,-59.72,5.22,6115.36,12.69,4.139,0.02,-0.577,0.011,194.61,1,11.3980214235978,1.09605150937034,1.48351371159573
3225779172422980736,299068899,71.2229357453299,-3.15885490368545,-15.4038038258844,-16.3695649339186,2.93804756069108,-86.16,5.03,5971.22,12.78,4.275,0.021,-0.561,0.011,160.31,1,11.7139269252828,1.01275275787039,1.21748837533618
3224866126799043200,11082576,72.4904095688834,-3.95602518585716,-16.8122834344285,-81.0767662936526,3.11149069375787,30.15,4.7,5797.46,14.13,4.215,0.023,-0.696,0.013,149.81,1,11.7667932492751,0.958782857016109,1.27085082676169
3225955953276571520,176401878,72.3126819680921,-2.19572802643485,18.4662583950234,45.8796207068531,3.37026596023518,102.34,4.81,5929.15,12.55,4.098,0.02,-0.726,0.011,159.96,1,10.8562421643674,1.02861513943653,1.50981713436809
3229532836399170432,298957965,70.3565163867771,-0.765923542297703,-1.81181000051574,-17.8732507002181,4.09714252028061,62.02,6.07,6184.21,14.29,4.165,0.023,-0.639,0.013,167.86,1,10.2338135961402,1.08719408963697,1.43609576265558
3229137488954453376,298982246,70.5283506587649,-1.77216805053254,-9.04017327824162,1.48332017990193,2.57115827529225,51.33,5.29,6262.84,12.38,4.312,0.02,-0.514,0.011,176.47,1,11.0097634880827,1.084590324947,1.20895848452237
3229187280511872256,298980768,70.3866951835747,-1.70835834577308,41.7863644670646,20.0070295023783,4.74194840608343,-9,10.56,6240.3,103.01,4.036,0.169,-0.614,0.1,31.04,1,9.19292334173775,1.1670749577733,1.72858362601461
3214274295066149120,249041881,79.3155381932447,-2.21749485406788,-0.485133024273881,20.5918473767366,4.49933777677864,19.72,6.14,6271.45,12.67,4.313,0.02,-0.633,0.011,186.06,1,9.86760508688529,1.05675067965834,1.19491040487059
3214206395927598720,249076062,79.8051790660403,-2.42562175095945,17.4236815942657,-79.8343480279401,6.20017766003632,59.17,3.82,5250.41,16.9,4.463,0.027,-0.63,0.014,198,1,11.2098265411754,0.780587285490273,0.8591604757295
3213771096698139904,249029127,78.8355718646883,-3.09672276136114,54.4132543789068,-17.4404159899579,3.82089408789518,35.86,5.2,5814.51,12.74,4.128,0.021,-0.761,0.011,167.13,1,11.1384434394074,0.979588900440634,1.4226193823454
5182046370982271744,49900422,48.8085278133893,-5.33482928759335,5.04836633748791,-25.1619825177224,3.01513868490069,27.33,5.09,5809.52,14.06,4.184,0.023,-0.625,0.012,179.04,1,11.7447206348293,0.988632859134964,1.33568801674368
5183212338639622528,49822098,47.8404800288276,-3.84098183205107,-3.09856643937418,-6.14118867804358,3.3195804771353,-16.37,5.75,6417.41,12.51,4.111,0.019,-0.55,0.01,248.5,1,10.0952346765124,1.19505876498951,1.60226163463044
5183555317548055808,49823115,47.982418527181,-3.11020148965732,22.2278718006936,-18.4349286296652,2.44294089576832,-15.57,6.12,5723.78,41,4.234,0.068,-0.569,0.039,81.59,1,11.9234395130216,0.962620197182813,1.24187470528291
5182454461595042816,49900830,48.9144888468946,-4.25194414186094,-11.5310093855222,2.22627907815743,2.37211584564073,-22.13,6.18,6427.24,13.56,4.127,0.022,-0.514,0.012,208.71,1,11.0620915192473,1.20011634780988,1.57501188365626
3265985112898018816,49870428,48.4690731467066,-0.185350927311488,-37.3289071854756,-45.7456946038725,2.50004536620194,-3.71905848713283,3.95837507894666,5901.3806982064,17.1361256879312,4.18306373797764,0.0284314922896754,-0.706060358721081,0.0161222126013868,136.317993309761,2,11.8483757703789,0.99320978555599,1.34340658628149
3265223361794078976,49820927,47.7445208509512,-1.55092926988554,0.423802667165139,9.62140183033307,2.28535293466003,17.11,7.3,6310.14,25.24,4.207,0.042,-0.61,0.024,84.57,1,11.9372013808362,1.10964149934867,1.38237344082817
5169871483023531904,9941562,49.9013000375417,-6.26649981076954,8.21203973937624,-14.8506042037064,2.58415914501346,-16.65,6.37,6169.44,13.95,4.18,0.023,-0.568,0.012,156.9,1,11.5326046290658,1.0953880640392,1.41454327327527
5169196069350807040,9963773,50.3457335636168,-7.19688875775758,1.14079314711885,-75.6437275373625,3.15631684036062,-27.65,5.35,5773.46,14.2,4.025,0.023,-0.632,0.012,194.76,1,10.9926132309467,1.04248589145335,1.64991595257539
5169632992079510784,9968402,50.9412546658185,-6.47078594873263,6.20643507391206,28.5668305845735,3.36192108015386,95.48,5.13,5825.2,11.31,4.033,0.017,-0.613,0.009,259.02,1,10.7592990079387,1.05732755125698,1.64622116614418
3251530902975742592,10998192,56.0133855694708,-0.792015500767312,-90.0316713942394,-70.0290130333829,4.86560750993417,29.31,7.52,5839.13,43.26,4.077,0.071,-0.571,0.041,60.18,1,10.090028555407,1.05164894639974,1.55844086622118
3250509972070008576,301620903,55.1971067365019,-3.18257933029737,64.9364358641793,68.5422988932606,7.26165672096273,21.92,3.81,5057.92,21.27,4.565,0.035,-0.538,0.019,158.33,1,11.1377614325349,0.737733823675598,0.742559472744782
