source_id,tic_id,ra_gaia,dec_gaia,pmra,pmdec,parallax,rv,rv_unc,teff,teff_unc,logg,logg_unc,met,met_unc,snr,tmag,Mast,Rast
4949751179289544832,393483151,35.5696035604771,-43.8134437025886,8.29778963601205,13.8291506476487,5.25824950532733,-13.169,1.067,5577.79,136,4.38615,0.18,-0.980658,0.19,58,10.6436800385514,0.803818077354132,0.960725308720224
2901918537857890176,24585771,83.5093248905737,-31.9788196219659,-41.741613367865,-34.221551599322,7.4117021944064,-59.178,5.499,3990.42,120,4.43992,0.21,-0.983097,0.19,19,10.3179305715967,0.457143062235865,0.663274187982122
6819219700137154944,206594146,334.262137495861,-21.9015180324069,-15.3177324344491,-23.2296546398843,3.41401028525754,-14.924,4.201,5385.49,190,4.75033,0.28,-0.507735,0.14,20,10.8744525823631,0.80319339876835,0.635921123133567
2483509180431547264,248387898,19.239805956333,-3.60317528906323,-18.3977528022071,-28.7334522532021,3.80655740051625,-12.431,0.784,6141.85,116,4.01136,0.2,-0.549626,0.12,58,10.5618929577526,1.17040062973992,1.77826216574112
2478192182717785600,10838312,20.9971527844102,-7.71054118776434,-167.454452002687,-55.474371235483,9.98392739730867,7.575,0.816,4974.07,87,4.20008,0.17,-0.751699,0.16,69,10.4335079942958,0.752221285664682,1.13593734864638
5104677487242159488,441500940,46.8297550535111,-17.9064160371482,3.65053633177309,22.8043821676812,4.23910539722943,26.611,0.603,5628.79,136,4.01928,0.18,-0.819307,0.19,73,10.820723929595,0.963401641703819,1.60073691485699
5154732788457146496,406453338,47.0600326014244,-15.7545617954589,-3.39945335557105,7.03278995364068,2.55886700519049,14.261,1.527,6472.13,116,4.20789,0.2,-0.649521,0.12,51,10.9993463093515,1.13957437242829,1.40179824693341
5154612220135710976,441509999,48.1251743234273,-15.5861852635248,38.5904059672712,39.9552249041215,4.46244635109896,32.632,1.138,6486.8,116,4.23906,0.2,-0.532095,0.12,61,10.1504351456913,1.16230847029202,1.36268529982282
5106322872034795264,441510664,48.2583619897541,-16.926885227696,64.3663151018369,-6.73807007738098,4.98480606522479,42.809,1.095,5685.55,104,4.71289,0.16,-0.736126,0.11,72,10.2569452210256,0.828546294473027,0.677419926419916
5104507818855404928,137862537,48.2610193800031,-18.0600997861609,-22.7022337244906,15.2025871320464,3.10262524764893,20.473,2.116,6722.59,116,4.3012,0.2,-0.55279,0.12,33,10.6854818496782,1.19231572433777,1.28725387430619
4896245748026647296,178831391,66.5149490583929,-24.2756264639068,-17.7476766710142,5.45254940543805,2.95164694108605,51.674,1.237,6379.38,116,4.01928,0.2,-0.531872,0.12,56,10.6755834376595,1.23671648082718,1.81299059764988
4897907900369972480,139753579,67.7087226913191,-23.1462720994617,-34.520502154587,-72.7769257218957,4.22564682132963,-31.488,1.197,6220.08,116,4.35532,0.2,-0.509855,0.12,51,10.7315879492716,1.06160198375531,1.13818029892819
6394288147111609472,409856533,341.399401912262,-63.8239183600543,55.3255945386487,-27.0370358577918,4.01844693317947,-2.225,1.863,5353.08,104,4.78766,0.16,-0.748648,0.11,26,11.3615614629906,0.751421581022127,0.593839640751113
6393414791281679104,237322569,345.383751432587,-63.7131327030913,-13.6383151986935,-38.2280450344487,3.38470168245683,-28.253,2.581,5340.59,136,4.27017,0.18,-0.840109,0.19,29,11.327698275881,0.804203994483065,1.09071300592624
6391963126695378304,238830745,340.850309537163,-66.5435365277785,-14.6197166927712,0.313627880240066,4.72649473345827,-3.472,1.299,5353.95,104,4.51634,0.16,-0.561672,0.11,49,11.3692405843242,0.808463680060739,0.823768571150557
5008934729115970304,41975459,23.0251052597835,-38.5431986223592,104.087196788223,1.82601344221049,4.74181733391955,57.679,2.532,5042.63,79,4.53157,0.16,-0.55321,0.09,32,11.9145382752236,0.735816506269481,0.769565516494571
5008810553021785984,42055060,24.3299975155384,-38.4006517500239,-12.0606932798049,14.3687228918819,2.99994751167112,-29.378,12.288,5583.5,756,4.81,0.95,-1.78,0.61,3,11.5459649148847,0.630041237588958,0.543578102464007
5008231071737831552,41975211,23.0556435947773,-40.0952942631486,4.04193242634379,-0.174360522447116,3.05952053528789,7.742,3.509,5721.5,190,4.72039,0.28,-0.569939,0.14,18,11.6399882380787,0.868874357387813,0.686063170849658
5008219325004124928,41974624,22.7962540519633,-40.3876254494788,15.6562853011548,-12.6351766234375,3.29548547711093,-35.892,2.951,5459.43,317,4.72039,0.39,-0.985862,0.3,22,11.4901757110408,0.735042510727763,0.634735885967582
2558100873893496960,344283590,22.7406448100913,0.596421704126944,4.14952478694272,13.0638555734782,3.85810160192155,14.598,1.346,5783.06,104,4.09819,0.16,-0.535217,0.11,55,10.6392909520924,1.03637180554679,1.50757756585187
2509634916737350784,35705885,24.0180478811631,-1.00534831711915,45.7321801873459,-11.754522210277,4.0398731003447,57.366,1.585,5519.26,136,4.12962,0.18,-0.814767,0.19,50,10.2159676400067,0.894316849639184,1.35455178273657
4817400009716659968,257688722,74.6911692045953,-38.5330914981505,19.7295787730277,46.0908658922403,4.20206727077479,18.43,1.304,5373.77,104,4.01928,0.16,-0.715598,0.11,48,10.7001046038761,0.919949181167162,1.55687545435559
4824122110274192768,77844519,78.3918539172889,-35.5824156212796,30.7044444997953,39.1912835873137,3.75444844553406,55.829,2.81,5800.76,104,4.3012,0.16,-0.516631,0.11,27,10.6085305688559,0.972565645599004,1.15530000173303
